,Species,Age,Length
822,Gadus morhua,12,1265
823,Gadus morhua,1,181.0844156
824,Gadus morhua,2,337.7037037
825,Gadus morhua,3,494.9883041
826,Gadus morhua,4,600.2980132
827,Gadus morhua,5,738.6818182
828,Gadus morhua,6,892.7906977
829,Gadus morhua,7,899.2307692
830,Gadus morhua,8,910
831,Gadus morhua,9,1010
832,Gadus morhua,11,1150
833,Gadus morhua,1,185.5273011
834,Gadus morhua,2,350.0411765
835,Gadus morhua,3,497.9358289
836,Gadus morhua,4,644.9253731
837,Gadus morhua,5,755.877551
838,Gadus morhua,6,839.6666667
839,Gadus morhua,7,930.4166667
840,Gadus morhua,8,1116
841,Gadus morhua,9,1022.5
842,Gadus morhua,10,969.5
843,Gadus morhua,12,1020
844,Gadus morhua,1,194.6294821
845,Gadus morhua,2,331.9165787
846,Gadus morhua,3,497.0848708
847,Gadus morhua,4,664.1240876
848,Gadus morhua,5,774.8490566
849,Gadus morhua,6,844.5
850,Gadus morhua,7,951.1538462
851,Gadus morhua,8,1009.166667
852,Gadus morhua,9,895
853,Gadus morhua,10,976.6666667
854,Gadus morhua,11,1120
855,Gadus morhua,1,204.7931034
856,Gadus morhua,2,394.917226
857,Gadus morhua,3,524.4926625
858,Gadus morhua,4,675.5365854
859,Gadus morhua,5,803.6585366
860,Gadus morhua,6,868.6818182
861,Gadus morhua,7,999.5555556
862,Gadus morhua,8,1090
863,Gadus morhua,9,1010
864,Gadus morhua,1,181.8051948
865,Gadus morhua,2,416.1697531
866,Gadus morhua,3,601.2057613
867,Gadus morhua,4,704.0454545
868,Gadus morhua,5,812.7419355
869,Gadus morhua,6,868.1304348
870,Gadus morhua,7,969.1666667
871,Gadus morhua,8,973
872,Gadus morhua,9,1232
873,Gadus morhua,10,1150
874,Gadus morhua,13,1144
875,Gadus morhua,1,194.0950966
876,Gadus morhua,2,366.2634961
877,Gadus morhua,3,590.7181009
878,Gadus morhua,4,720.125
879,Gadus morhua,5,773.1481481
880,Gadus morhua,6,856.2258065
881,Gadus morhua,7,997.7777778
882,Gadus morhua,8,1027.75
883,Gadus morhua,10,1070
884,Gadus morhua,11,950
885,Gadus morhua,1,183.1623932
886,Gadus morhua,2,349.8761553
887,Gadus morhua,3,522.3076923
888,Gadus morhua,4,734.6142857
889,Gadus morhua,5,819.6944444
890,Gadus morhua,6,887.7291667
891,Gadus morhua,7,878.8888889
892,Gadus morhua,8,1070
893,Gadus morhua,10,1140
894,Gadus morhua,1,184.9107143
895,Gadus morhua,2,378.0020492
896,Gadus morhua,3,524.1967509
897,Gadus morhua,4,658.9666667
898,Gadus morhua,5,821.4558824
899,Gadus morhua,6,922.6363636
900,Gadus morhua,7,928.5714286
901,Gadus morhua,8,986.6666667
902,Gadus morhua,1,185.3084112
903,Gadus morhua,2,356.1731392
904,Gadus morhua,3,536.701897
905,Gadus morhua,4,675.6376812
906,Gadus morhua,5,751.7651007
907,Gadus morhua,6,831.5789474
908,Gadus morhua,7,904.6153846
909,Gadus morhua,8,956.6666667
910,Gadus morhua,9,1030
911,Gadus morhua,10,1130
912,Gadus morhua,1,192.4433498
913,Gadus morhua,2,350.4787053
914,Gadus morhua,3,532.1741294
915,Gadus morhua,4,666.5194805
916,Gadus morhua,5,784.0740741
917,Gadus morhua,6,874.375
918,Gadus morhua,7,900
919,Gadus morhua,8,972.5
920,Gadus morhua,9,900
921,Gadus morhua,1,191.2901879
922,Gadus morhua,2,371.5484388
923,Gadus morhua,3,517.1755396
924,Gadus morhua,4,655.1849315
925,Gadus morhua,5,739.2427184
926,Gadus morhua,6,840.3174603
927,Gadus morhua,7,850
928,Gadus morhua,8,1130
929,Gadus morhua,9,980
930,Gadus morhua,1,191.9652174
931,Gadus morhua,2,359.4623218
932,Gadus morhua,3,534.8058824
933,Gadus morhua,4,644.0658228
934,Gadus morhua,5,743.7908497
935,Gadus morhua,6,833.7647059
936,Gadus morhua,7,857.6
937,Gadus morhua,8,981.6666667
938,Gadus morhua,9,980
939,Gadus morhua,10,920
940,Gadus morhua,1,182.3908275
941,Gadus morhua,2,371.2139037
942,Gadus morhua,3,536.4908676
943,Gadus morhua,4,676.0867347
944,Gadus morhua,5,736.371134
945,Gadus morhua,6,807.6307692
946,Gadus morhua,7,925.4545455
947,Gadus morhua,8,836.25
948,Gadus morhua,9,1080
949,Gadus morhua,10,1150
950,Gadus morhua,11,950
951,Gadus morhua,1,184.2972973
952,Gadus morhua,2,331.7972973
953,Gadus morhua,3,506.5405405
954,Gadus morhua,4,644.7936508
955,Gadus morhua,5,766.2745098
956,Gadus morhua,6,808.7142857
957,Gadus morhua,7,840.8571429
958,Gadus morhua,8,855
959,Gadus morhua,9,834
960,Gadus morhua,10,870
961,Gadus morhua,11,1060
962,Gadus morhua,12,1140
963,Gadus morhua,1,176.8514493
964,Gadus morhua,2,339.1343284
965,Gadus morhua,3,486.1633803
966,Gadus morhua,4,620.8958333
967,Gadus morhua,5,794.8378378
968,Gadus morhua,6,883.0769231
969,Gadus morhua,7,893
970,Gadus morhua,8,1023.333333
971,Gadus morhua,9,1020
972,Gadus morhua,1,184.2874564
973,Gadus morhua,2,349.1153846
974,Gadus morhua,3,506.5666667
975,Gadus morhua,4,671.3278689
976,Gadus morhua,5,769.2692308
977,Gadus morhua,6,856.6666667
978,Gadus morhua,7,941.8181818
979,Gadus morhua,8,896.6666667
980,Gadus morhua,9,1000
981,Gadus morhua,11,1000
982,Gadus morhua,1,193.6614907
983,Gadus morhua,2,353.251497
984,Gadus morhua,3,528.4822485
985,Gadus morhua,4,661.0267857
986,Gadus morhua,5,793.6
987,Gadus morhua,6,825.7142857
988,Gadus morhua,7,894
989,Gadus morhua,8,946.1538462
990,Gadus morhua,10,1000
991,Glyptocephalus cynoglossus,1,85
992,Glyptocephalus cynoglossus,2,215
993,Glyptocephalus cynoglossus,3,270.7692308
994,Glyptocephalus cynoglossus,4,290
995,Glyptocephalus cynoglossus,6,380
996,Glyptocephalus cynoglossus,1,60
997,Glyptocephalus cynoglossus,2,163.6842105
998,Glyptocephalus cynoglossus,3,220
999,Glyptocephalus cynoglossus,4,297.1428571
1000,Glyptocephalus cynoglossus,5,318.1818182
1001,Glyptocephalus cynoglossus,6,345
1002,Glyptocephalus cynoglossus,7,361.25
1003,Glyptocephalus cynoglossus,8,377.5
1004,Glyptocephalus cynoglossus,9,390
1005,Glyptocephalus cynoglossus,10,430
1006,Glyptocephalus cynoglossus,1,87.27272727
1007,Glyptocephalus cynoglossus,2,157.7419355
1008,Glyptocephalus cynoglossus,3,221.8604651
1009,Glyptocephalus cynoglossus,4,296.25
1010,Glyptocephalus cynoglossus,5,310
1011,Glyptocephalus cynoglossus,6,372.5
1012,Glyptocephalus cynoglossus,7,353.3333333
1013,Glyptocephalus cynoglossus,8,393.3333333
1014,Glyptocephalus cynoglossus,9,400
1015,Glyptocephalus cynoglossus,2,165.4
1016,Glyptocephalus cynoglossus,3,219.8837209
1017,Glyptocephalus cynoglossus,4,253.3333333
1018,Glyptocephalus cynoglossus,5,297.5
1019,Glyptocephalus cynoglossus,6,328.3333333
1020,Glyptocephalus cynoglossus,7,390
1021,Glyptocephalus cynoglossus,8,410
1022,Glyptocephalus cynoglossus,10,350
1023,Glyptocephalus cynoglossus,15,410
1024,Glyptocephalus cynoglossus,1,40
1025,Glyptocephalus cynoglossus,2,151.8181818
1026,Glyptocephalus cynoglossus,3,227.3626374
1027,Glyptocephalus cynoglossus,4,281.2658228
1028,Glyptocephalus cynoglossus,5,312.7906977
1029,Glyptocephalus cynoglossus,6,344
1030,Glyptocephalus cynoglossus,7,410
1031,Glyptocephalus cynoglossus,8,390
1032,Glyptocephalus cynoglossus,9,390
1033,Glyptocephalus cynoglossus,10,420
1034,Glyptocephalus cynoglossus,1,50
1035,Glyptocephalus cynoglossus,2,150
1036,Glyptocephalus cynoglossus,3,212.7272727
1037,Glyptocephalus cynoglossus,4,270.2222222
1038,Glyptocephalus cynoglossus,5,313.4482759
1039,Glyptocephalus cynoglossus,6,347.1428571
1040,Glyptocephalus cynoglossus,7,395
1041,Glyptocephalus cynoglossus,8,405
1042,Glyptocephalus cynoglossus,9,343.3333333
1043,Glyptocephalus cynoglossus,10,435
1044,Glyptocephalus cynoglossus,11,330
1045,Glyptocephalus cynoglossus,12,440
1046,Glyptocephalus cynoglossus,1,48.82352941
1047,Glyptocephalus cynoglossus,2,190
1048,Glyptocephalus cynoglossus,3,226.4705882
1049,Glyptocephalus cynoglossus,4,279.7560976
1050,Glyptocephalus cynoglossus,5,328.9855072
1051,Glyptocephalus cynoglossus,6,365.5555556
1052,Glyptocephalus cynoglossus,7,363.3333333
1053,Glyptocephalus cynoglossus,8,375
1054,Glyptocephalus cynoglossus,9,378.5714286
1055,Glyptocephalus cynoglossus,10,415
1056,Glyptocephalus cynoglossus,12,400
1057,Glyptocephalus cynoglossus,1,80
1058,Glyptocephalus cynoglossus,2,165
1059,Glyptocephalus cynoglossus,3,214.375
1060,Glyptocephalus cynoglossus,4,261.7391304
1061,Glyptocephalus cynoglossus,5,311.9444444
1062,Glyptocephalus cynoglossus,6,355.1428571
1063,Glyptocephalus cynoglossus,7,374.1666667
1064,Glyptocephalus cynoglossus,8,373.5294118
1065,Glyptocephalus cynoglossus,9,393.3333333
1066,Glyptocephalus cynoglossus,10,410
1067,Glyptocephalus cynoglossus,2,165
1068,Glyptocephalus cynoglossus,3,230
1069,Glyptocephalus cynoglossus,4,268.75
1070,Glyptocephalus cynoglossus,5,309.3333333
1071,Glyptocephalus cynoglossus,6,364.2307692
1072,Glyptocephalus cynoglossus,7,369.1666667
1073,Glyptocephalus cynoglossus,8,385.5555556
1074,Glyptocephalus cynoglossus,9,365
1075,Glyptocephalus cynoglossus,14,440
1076,Glyptocephalus cynoglossus,15,360
1077,Glyptocephalus cynoglossus,21,420
1078,Glyptocephalus cynoglossus,3,240
1079,Glyptocephalus cynoglossus,4,273.3333333
1080,Glyptocephalus cynoglossus,5,335
1081,Glyptocephalus cynoglossus,6,363.3333333
1082,Glyptocephalus cynoglossus,7,391.1111111
1083,Glyptocephalus cynoglossus,8,388.8888889
1084,Glyptocephalus cynoglossus,9,424
1085,Glyptocephalus cynoglossus,10,405
1086,Glyptocephalus cynoglossus,1,64
1087,Glyptocephalus cynoglossus,2,164.5454545
1088,Glyptocephalus cynoglossus,3,220
1089,Glyptocephalus cynoglossus,4,295
1090,Glyptocephalus cynoglossus,5,330.8333333
1091,Glyptocephalus cynoglossus,6,371.4285714
1092,Glyptocephalus cynoglossus,7,360.9090909
1093,Glyptocephalus cynoglossus,8,370
1094,Glyptocephalus cynoglossus,9,352.5
1095,Glyptocephalus cynoglossus,2,174
1096,Glyptocephalus cynoglossus,3,216.6666667
1097,Glyptocephalus cynoglossus,4,270
1098,Glyptocephalus cynoglossus,5,310.5555556
1099,Glyptocephalus cynoglossus,6,327.7272727
1100,Glyptocephalus cynoglossus,7,352.9411765
1101,Glyptocephalus cynoglossus,8,365
1102,Glyptocephalus cynoglossus,9,410
1103,Glyptocephalus cynoglossus,10,398
1104,Glyptocephalus cynoglossus,1,90.76923077
1105,Glyptocephalus cynoglossus,2,160.8
1106,Glyptocephalus cynoglossus,3,192.5
1107,Glyptocephalus cynoglossus,4,264.2857143
1108,Glyptocephalus cynoglossus,5,306.6666667
1109,Glyptocephalus cynoglossus,6,330
1110,Glyptocephalus cynoglossus,7,283.3333333
1111,Glyptocephalus cynoglossus,8,315
1112,Glyptocephalus cynoglossus,9,360
1113,Glyptocephalus cynoglossus,1,70
1114,Glyptocephalus cynoglossus,2,182.5
1115,Glyptocephalus cynoglossus,3,216.0869565
1116,Glyptocephalus cynoglossus,4,241.25
1117,Glyptocephalus cynoglossus,5,287.3333333
1118,Glyptocephalus cynoglossus,6,330
1119,Glyptocephalus cynoglossus,7,348.3333333
1120,Glyptocephalus cynoglossus,8,380
1121,Glyptocephalus cynoglossus,9,382.5
1122,Melanogrammus aeglefinus,1,193.4895314
1123,Melanogrammus aeglefinus,2,276.4688645
1124,Melanogrammus aeglefinus,3,325.395725
1125,Melanogrammus aeglefinus,4,405.7480315
1126,Melanogrammus aeglefinus,5,425.2777778
1127,Melanogrammus aeglefinus,6,479.8850575
1128,Melanogrammus aeglefinus,7,477.2413793
1129,Melanogrammus aeglefinus,8,700
1130,Melanogrammus aeglefinus,9,390
1131,Melanogrammus aeglefinus,10,566.6666667
1132,Melanogrammus aeglefinus,11,520
1133,Melanogrammus aeglefinus,1,180.3512015
1134,Melanogrammus aeglefinus,2,264.8256538
1135,Melanogrammus aeglefinus,3,341.6431095
1136,Melanogrammus aeglefinus,4,376.7990074
1137,Melanogrammus aeglefinus,5,427.3584906
1138,Melanogrammus aeglefinus,6,461.0714286
1139,Melanogrammus aeglefinus,7,507.25
1140,Melanogrammus aeglefinus,8,515.6
1141,Melanogrammus aeglefinus,9,668.8888889
1142,Melanogrammus aeglefinus,10,722.5
1143,Melanogrammus aeglefinus,11,610
1144,Melanogrammus aeglefinus,1,181.3150532
1145,Melanogrammus aeglefinus,2,273.9247312
1146,Melanogrammus aeglefinus,3,361.8780488
1147,Melanogrammus aeglefinus,4,413.6121673
1148,Melanogrammus aeglefinus,5,406.7630058
1149,Melanogrammus aeglefinus,6,436.2773723
1150,Melanogrammus aeglefinus,7,409.047619
1151,Melanogrammus aeglefinus,8,451.5625
1152,Melanogrammus aeglefinus,9,518.3333333
1153,Melanogrammus aeglefinus,11,630
1154,Melanogrammus aeglefinus,12,500
1155,Melanogrammus aeglefinus,1,164.6275395
1156,Melanogrammus aeglefinus,2,260.6036384
1157,Melanogrammus aeglefinus,3,355.8811218
1158,Melanogrammus aeglefinus,4,410.0733945
1159,Melanogrammus aeglefinus,5,442.3312883
1160,Melanogrammus aeglefinus,6,471.039823
1161,Melanogrammus aeglefinus,7,501.8421053
1162,Melanogrammus aeglefinus,8,564.4444444
1163,Melanogrammus aeglefinus,9,557.6923077
1164,Melanogrammus aeglefinus,10,607.5
1165,Melanogrammus aeglefinus,11,610
1166,Melanogrammus aeglefinus,1,175.3631285
1167,Melanogrammus aeglefinus,2,269.1641791
1168,Melanogrammus aeglefinus,3,359.4982079
1169,Melanogrammus aeglefinus,4,428.2226981
1170,Melanogrammus aeglefinus,5,465.1162791
1171,Melanogrammus aeglefinus,6,522.3809524
1172,Melanogrammus aeglefinus,7,497.9310345
1173,Melanogrammus aeglefinus,8,549.3333333
1174,Melanogrammus aeglefinus,9,607.5
1175,Melanogrammus aeglefinus,10,472
1176,Melanogrammus aeglefinus,11,480
1177,Melanogrammus aeglefinus,1,187.7657935
1178,Melanogrammus aeglefinus,2,252.7938072
1179,Melanogrammus aeglefinus,3,339.1510435
1180,Melanogrammus aeglefinus,4,424.3438914
1181,Melanogrammus aeglefinus,5,477.4111675
1182,Melanogrammus aeglefinus,6,531.3207547
1183,Melanogrammus aeglefinus,7,580
1184,Melanogrammus aeglefinus,8,555.5
1185,Melanogrammus aeglefinus,9,496.6666667
1186,Melanogrammus aeglefinus,10,490
1187,Melanogrammus aeglefinus,1,184.5743473
1188,Melanogrammus aeglefinus,2,286.9494124
1189,Melanogrammus aeglefinus,3,356.7811159
1190,Melanogrammus aeglefinus,4,419.2632613
1191,Melanogrammus aeglefinus,5,486.1034483
1192,Melanogrammus aeglefinus,6,534.875
1193,Melanogrammus aeglefinus,7,620
1194,Melanogrammus aeglefinus,8,595
1195,Melanogrammus aeglefinus,9,579.2307692
1196,Melanogrammus aeglefinus,1,189.4787031
1197,Melanogrammus aeglefinus,2,271.8667505
1198,Melanogrammus aeglefinus,3,359.3831169
1199,Melanogrammus aeglefinus,4,414.9
1200,Melanogrammus aeglefinus,5,469.2929293
1201,Melanogrammus aeglefinus,6,524.2857143
1202,Melanogrammus aeglefinus,7,540
1203,Melanogrammus aeglefinus,8,568.3333333
1204,Melanogrammus aeglefinus,10,470
1205,Melanogrammus aeglefinus,1,173.9372822
1206,Melanogrammus aeglefinus,2,270.4178615
1207,Melanogrammus aeglefinus,3,343.0552291
1208,Melanogrammus aeglefinus,4,405.585443
1209,Melanogrammus aeglefinus,5,447.2649573
1210,Melanogrammus aeglefinus,6,486.746988
1211,Melanogrammus aeglefinus,7,514.4
1212,Melanogrammus aeglefinus,8,540
1213,Melanogrammus aeglefinus,9,615
1214,Melanogrammus aeglefinus,1,184.6650525
1215,Melanogrammus aeglefinus,2,257.8595041
1216,Melanogrammus aeglefinus,3,343.4136546
1217,Melanogrammus aeglefinus,4,419.8349057
1218,Melanogrammus aeglefinus,5,458.7719298
1219,Melanogrammus aeglefinus,6,509.3975904
1220,Melanogrammus aeglefinus,7,516.4583333
1221,Melanogrammus aeglefinus,8,608.5714286
1222,Melanogrammus aeglefinus,9,595
1223,Melanogrammus aeglefinus,10,597.5
1224,Melanogrammus aeglefinus,11,600
1225,Melanogrammus aeglefinus,12,670
1226,Melanogrammus aeglefinus,1,178.8320707
1227,Melanogrammus aeglefinus,2,270.2759588
1228,Melanogrammus aeglefinus,3,339.5022624
1229,Melanogrammus aeglefinus,4,391.2765957
1230,Melanogrammus aeglefinus,5,461.7030568
1231,Melanogrammus aeglefinus,6,509.7959184
1232,Melanogrammus aeglefinus,7,522
1233,Melanogrammus aeglefinus,8,567.5
1234,Melanogrammus aeglefinus,9,660
1235,Melanogrammus aeglefinus,1,169.5238095
1236,Melanogrammus aeglefinus,2,250.3779904
1237,Melanogrammus aeglefinus,3,342.6775021
1238,Melanogrammus aeglefinus,4,386.5972222
1239,Melanogrammus aeglefinus,5,436.3495146
1240,Melanogrammus aeglefinus,6,510.75
1241,Melanogrammus aeglefinus,7,521.25
1242,Melanogrammus aeglefinus,8,547.5
1243,Melanogrammus aeglefinus,9,660
1244,Melanogrammus aeglefinus,1,190.8885851
1245,Melanogrammus aeglefinus,2,265.2137931
1246,Melanogrammus aeglefinus,3,312.2265844
1247,Melanogrammus aeglefinus,4,394.2342342
1248,Melanogrammus aeglefinus,5,440.5333333
1249,Melanogrammus aeglefinus,6,455.0259067
1250,Melanogrammus aeglefinus,7,477.5
1251,Melanogrammus aeglefinus,8,680
1252,Melanogrammus aeglefinus,9,380
1254,Melanogrammus aeglefinus,1,190.0857366
1255,Melanogrammus aeglefinus,2,280.0082988
1256,Melanogrammus aeglefinus,3,337.1338912
1257,Melanogrammus aeglefinus,4,369.241453
1258,Melanogrammus aeglefinus,5,435.1798561
1259,Melanogrammus aeglefinus,6,461.9354839
1260,Melanogrammus aeglefinus,7,492.7272727
1261,Melanogrammus aeglefinus,8,462.8571429
1262,Melanogrammus aeglefinus,9,646.6666667
1263,Melanogrammus aeglefinus,10,490
1264,Melanogrammus aeglefinus,1,183.8337182
1265,Melanogrammus aeglefinus,2,281.1996161
1266,Melanogrammus aeglefinus,3,354.6689895
1267,Melanogrammus aeglefinus,4,397.6969697
1268,Melanogrammus aeglefinus,5,423.2876712
1269,Melanogrammus aeglefinus,6,468.125
1270,Melanogrammus aeglefinus,7,500
1271,Melanogrammus aeglefinus,8,528.8461538
1272,Melanogrammus aeglefinus,9,543.3333333
1273,Melanogrammus aeglefinus,10,585
1274,Melanogrammus aeglefinus,1,181.8530351
1275,Melanogrammus aeglefinus,2,284.0670462
1276,Melanogrammus aeglefinus,3,370.7828283
1277,Melanogrammus aeglefinus,4,422.516129
1278,Melanogrammus aeglefinus,5,433.5897436
1279,Melanogrammus aeglefinus,6,455.9821429
1280,Melanogrammus aeglefinus,7,550
1281,Melanogrammus aeglefinus,8,503.75
1282,Melanogrammus aeglefinus,9,500
1283,Melanogrammus aeglefinus,10,526.6666667
1284,Melanogrammus aeglefinus,1,181.9452055
1285,Melanogrammus aeglefinus,2,272.2024291
1286,Melanogrammus aeglefinus,3,361.2425021
1287,Melanogrammus aeglefinus,4,423.6184211
1288,Melanogrammus aeglefinus,5,459.6774194
1289,Melanogrammus aeglefinus,6,512.7777778
1290,Melanogrammus aeglefinus,7,494.2857143
1291,Melanogrammus aeglefinus,8,503.3333333
1292,Melanogrammus aeglefinus,9,600
1293,Melanogrammus aeglefinus,10,513.3333333
1294,Melanogrammus aeglefinus,1,177.4584718
1295,Melanogrammus aeglefinus,2,249.4821298
1296,Melanogrammus aeglefinus,3,331.8816568
1297,Melanogrammus aeglefinus,4,381.1494253
1298,Melanogrammus aeglefinus,5,443.9285714
1299,Melanogrammus aeglefinus,6,460.3846154
1300,Melanogrammus aeglefinus,7,550
1301,Melanogrammus aeglefinus,8,532.7272727
1302,Melanogrammus aeglefinus,9,630
1303,Melanogrammus aeglefinus,11,615
1304,Melanogrammus aeglefinus,1,170.3530378
1305,Melanogrammus aeglefinus,2,260.599455
1306,Melanogrammus aeglefinus,3,326.1640798
1307,Melanogrammus aeglefinus,4,387.0870871
1308,Melanogrammus aeglefinus,5,411.6959064
1309,Melanogrammus aeglefinus,6,427.037037
1310,Melanogrammus aeglefinus,7,526.6666667
1311,Melanogrammus aeglefinus,9,480
1312,Melanogrammus aeglefinus,10,490
1313,Melanogrammus aeglefinus,1,169.066107
1314,Melanogrammus aeglefinus,2,253.56974
1315,Melanogrammus aeglefinus,3,345.7112069
1316,Melanogrammus aeglefinus,4,367.1555556
1317,Melanogrammus aeglefinus,5,406.6153846
1318,Melanogrammus aeglefinus,6,417.5714286
1319,Melanogrammus aeglefinus,7,518
1320,Melanogrammus aeglefinus,1,169.0488263
1321,Melanogrammus aeglefinus,2,255.7407407
1322,Melanogrammus aeglefinus,3,313.5037313
1323,Melanogrammus aeglefinus,4,379.093617
1324,Melanogrammus aeglefinus,5,400.120332
1325,Melanogrammus aeglefinus,6,418.7818182
1326,Melanogrammus aeglefinus,7,443.4117647
1327,Melanogrammus aeglefinus,8,408.5
1328,Melanogrammus aeglefinus,9,535
1329,Melanogrammus aeglefinus,12,430
1330,Melanogrammus aeglefinus,15,720
1331,Melanogrammus aeglefinus,1,163.5503686
1332,Melanogrammus aeglefinus,2,249.3806104
1333,Melanogrammus aeglefinus,3,320.7401575
1334,Melanogrammus aeglefinus,4,351.9207683
1335,Melanogrammus aeglefinus,5,394.6206897
1336,Melanogrammus aeglefinus,6,428.4210526
1337,Melanogrammus aeglefinus,7,419.6296296
1338,Melanogrammus aeglefinus,8,393.75
1339,Melanogrammus aeglefinus,9,421.6666667
1340,Melanogrammus aeglefinus,1,173.2254047
1341,Melanogrammus aeglefinus,2,254.9864499
1342,Melanogrammus aeglefinus,3,316.5139116
1343,Melanogrammus aeglefinus,4,356.4212679
1344,Melanogrammus aeglefinus,5,377.5894988
1345,Melanogrammus aeglefinus,6,399.1836735
1346,Melanogrammus aeglefinus,7,405.6
1347,Melanogrammus aeglefinus,8,452
1348,Melanogrammus aeglefinus,9,400
1349,Melanogrammus aeglefinus,10,460
1350,Melanogrammus aeglefinus,1,172.5141869
1351,Melanogrammus aeglefinus,2,272.3870968
1352,Melanogrammus aeglefinus,3,321.6233184
1353,Melanogrammus aeglefinus,4,366.9160105
1354,Melanogrammus aeglefinus,5,386.24
1355,Melanogrammus aeglefinus,6,404.5384615
1356,Melanogrammus aeglefinus,7,412.1578947
1357,Melanogrammus aeglefinus,8,424.9090909
1358,Melanogrammus aeglefinus,9,394.5
1359,Melanogrammus aeglefinus,10,490
1360,Melanogrammus aeglefinus,11,440
1361,Melanogrammus aeglefinus,1,166.9192599
1362,Melanogrammus aeglefinus,2,255.9714286
1363,Melanogrammus aeglefinus,3,329.3963134
1364,Melanogrammus aeglefinus,4,357.284264
1365,Melanogrammus aeglefinus,5,381.3774834
1366,Melanogrammus aeglefinus,6,392.6984127
1367,Melanogrammus aeglefinus,7,400.9824561
1368,Melanogrammus aeglefinus,8,410.6111111
1369,Melanogrammus aeglefinus,9,413.6
1370,Melanogrammus aeglefinus,10,448
1371,Melanogrammus aeglefinus,1,174.5345269
1372,Melanogrammus aeglefinus,2,253.9638191
1373,Melanogrammus aeglefinus,3,307.9742268
1374,Melanogrammus aeglefinus,4,366.5897436
1375,Melanogrammus aeglefinus,5,388.2857143
1376,Melanogrammus aeglefinus,6,387.3846154
1377,Melanogrammus aeglefinus,7,393.2537313
1378,Melanogrammus aeglefinus,8,396.2142857
1379,Melanogrammus aeglefinus,9,468
1380,Melanogrammus aeglefinus,1,178.0669456
1381,Melanogrammus aeglefinus,2,254.9795918
1382,Melanogrammus aeglefinus,3,299.190051
1383,Melanogrammus aeglefinus,4,338.9616883
1384,Melanogrammus aeglefinus,5,392.4444444
1385,Melanogrammus aeglefinus,6,429.3870968
1386,Melanogrammus aeglefinus,7,430.9
1387,Melanogrammus aeglefinus,8,445.8333333
1388,Melanogrammus aeglefinus,9,472.5
1389,Melanogrammus aeglefinus,10,436.6666667
1390,Melanogrammus aeglefinus,1,187.1352785
1391,Melanogrammus aeglefinus,2,262.2348485
1392,Melanogrammus aeglefinus,3,309.6083916
1393,Melanogrammus aeglefinus,4,337.7485632
1394,Melanogrammus aeglefinus,5,359.9320755
1395,Melanogrammus aeglefinus,6,457.5
1396,Melanogrammus aeglefinus,7,433.3333333
1397,Melanogrammus aeglefinus,8,411.7142857
1398,Melanogrammus aeglefinus,9,515
1399,Melanogrammus aeglefinus,1,188.0481622
1400,Melanogrammus aeglefinus,2,279.3602484
1401,Melanogrammus aeglefinus,3,304.7205387
1402,Melanogrammus aeglefinus,4,343.75
1403,Melanogrammus aeglefinus,5,364.2973568
1404,Melanogrammus aeglefinus,6,375.4193548
1405,Melanogrammus aeglefinus,7,413.9107143
1406,Melanogrammus aeglefinus,8,442.25
1407,Melanogrammus aeglefinus,9,444.25
1408,Melanogrammus aeglefinus,10,474.3333333
1409,Melanogrammus aeglefinus,11,413.5
1410,Melanogrammus aeglefinus,12,408
1411,Melanogrammus aeglefinus,1,179.3423181
1412,Melanogrammus aeglefinus,2,277.8757895
1413,Melanogrammus aeglefinus,3,324.3120567
1414,Melanogrammus aeglefinus,4,346.3853211
1415,Melanogrammus aeglefinus,5,365.8333333
1416,Melanogrammus aeglefinus,6,374.3029046
1417,Melanogrammus aeglefinus,7,387.9841584
1418,Melanogrammus aeglefinus,8,389.1944444
1419,Melanogrammus aeglefinus,10,439
1420,Melanogrammus aeglefinus,11,381.5
1421,Melanogrammus aeglefinus,1,174.2872688
1422,Melanogrammus aeglefinus,2,269.8829942
1423,Melanogrammus aeglefinus,3,338.0304183
1424,Melanogrammus aeglefinus,4,365.7512438
1425,Melanogrammus aeglefinus,5,398.5324675
1426,Melanogrammus aeglefinus,6,385.3469388
1427,Melanogrammus aeglefinus,7,394.7339901
1428,Melanogrammus aeglefinus,8,409.4825397
1429,Melanogrammus aeglefinus,9,374.1578947
1430,Melanogrammus aeglefinus,10,525
1431,Melanogrammus aeglefinus,1,180.2874693
1432,Melanogrammus aeglefinus,2,266.9877863
1433,Melanogrammus aeglefinus,3,322.2076412
1434,Melanogrammus aeglefinus,4,369.1771429
1435,Melanogrammus aeglefinus,5,401.4444444
1436,Melanogrammus aeglefinus,6,403.5882353
1437,Melanogrammus aeglefinus,7,449.3714286
1438,Melanogrammus aeglefinus,8,420.6263736
1439,Melanogrammus aeglefinus,9,412.6633663
1440,Melanogrammus aeglefinus,10,373.3333333
1441,Melanogrammus aeglefinus,1,182.4674868
1442,Melanogrammus aeglefinus,2,275.6447639
1443,Melanogrammus aeglefinus,3,323.5158501
1444,Melanogrammus aeglefinus,4,352.3119869
1445,Melanogrammus aeglefinus,5,403.15
1446,Melanogrammus aeglefinus,6,420.92
1447,Melanogrammus aeglefinus,7,421.8181818
1448,Melanogrammus aeglefinus,8,445
1449,Melanogrammus aeglefinus,9,441.72
1450,Melanogrammus aeglefinus,10,446
1451,Melanogrammus aeglefinus,11,640
1452,Melanogrammus aeglefinus,1,182.6702703
1453,Melanogrammus aeglefinus,2,276.4810997
